,X,HTP,CH_Haguenau,CH_Colmar,CH_Mulhouse,CH_Belfort,CH_Epinal,Bar_le_Duc,CH_Forbach,CH_Metz__Mercy_,CHU_Nancy__Central_,choix1,choix2,choix3
93,ACHENHEIM,9,"29,8",50,"73,3","91,3","119,3","156,6","74,1","95,1","101,7",HTP,HTP,"CH,Haguenau"
223,ADAMSWILLER,"57,6",53,"97,7","121,1","139,1","116,5","142,8",42,"62,7","88,1","CH,Forbach","CH,Forbach","CH,Haguenau"
699,ALBE,"40,6","60,1","33,9","57,3","75,3","88,9","153,8","103,2","123,9","99,1","CH,Colmar","CH,Colmar",HTP
598,ALGOLSHEIM,"59,6","79,1","21,3","38,5","56,6","106,4","181,7","122,2",143,"126,8","CH,Colmar","CH,Colmar","CH,Mulhouse"
413,ALTECKENDORF,"23,3","17,6","69,3","92,7","110,7","114,3","140,8","58,3",79,"85,9","CH,Haguenau",HTP,HTP
827,ALTENACH,"93,4",113,"51,6","32,6","27,8","101,1","196,1",156,"176,8",140,"CH,Belfort","CH,Belfort","CH,Mulhouse"
279,ALTENHEIM,29,"29,5","64,9","88,3","106,3","112,2","138,6","56,2","76,9","83,8",HTP,HTP,"CH,Haguenau"
837,ALTKIRCH,"86,2","105,7","47,6","18,9","33,4","99,7","194,7","148,8","169,6","138,6","CH,Mulhouse","CH,Mulhouse","CH,Belfort"
857,ALTORF,"20,1","39,6","40,2","63,5","81,6","109,5","160,3","77,8","98,5","105,4",HTP,HTP,"CH,Haguenau"
655,ALTWILLER,"60,8","56,2","100,9","124,3","142,3","117,8","138,7","39,8","60,5","76,1","CH,Forbach","CH,Forbach","CH,Haguenau"
400,AMMERSCHWIHR,"52,6","72,1","8,8","39,3","53,1","83,6","162,7","115,2",136,"107,9","CH,Colmar","CH,Colmar","CH,Mulhouse"
621,ANDLAU,"27,4",47,"33,9","57,2","75,2","100,7","164,1","90,1","110,8","109,2",HTP,HTP,"CH,Colmar"
814,ANDOLSHEIM,"49,4",69,"11,1","31,8","49,8","96,2","171,5",112,"132,8","116,7","CH,Colmar","CH,Colmar","CH,Mulhouse"
777,APPENWIHR,"52,4",72,"14,1",31,49,"99,2","174,4","115,1","135,8","119,7","CH,Colmar","CH,Colmar","CH,Mulhouse"
3,ARTOLSHEIM,"46,4","65,9","29,6","51,4","69,5","103,4","168,3",109,"129,8","113,6","CH,Colmar","CH,Colmar",HTP
427,ARTZENHEIM,"51,5",71,"19,3","41,3","59,3","103,7","173,5","114,1","134,8","118,6","CH,Colmar","CH,Colmar","CH,Mulhouse"
375,ASCHBACH,"44,3","30,4","90,3","109,9",128,"147,3","173,7","91,3",112,"118,9","CH,Haguenau",HTP,HTP
116,ASPACH,"85,7","105,3","44,9","20,3","30,5","96,7","191,7","148,3","169,2","135,6","CH,Mulhouse","CH,Mulhouse","CH,Belfort"
692,ASPACH-LE-BAS,76,"95,6","30,7","18,7","21,7","80,4","175,3","138,6","156,6","119,3","CH,Mulhouse","CH,Mulhouse","CH,Belfort"
119,ASPACH-MICHELBACH,"77,7","97,2","32,4","19,6","24,3","78,3","173,3","140,3","154,7","117,1","CH,Mulhouse","CH,Mulhouse","CH,Belfort"
578,ASSWILLER,"52,7","48,1","92,8","116,1","134,2","111,5",138,"42,1","62,8","83,1","CH,Forbach","CH,Forbach","CH,Haguenau"
250,ATTENSCHWILLER,"82,7","102,3","44,2",28,"48,9","111,7","204,7","145,3","166,1",150,"CH,Mulhouse","CH,Mulhouse","CH,Colmar"
238,AUBURE,"58,2","77,8","29,8","56,4","74,1","87,6","152,5","120,8","133,8","97,8","CH,Colmar","CH,Colmar","CH,Mulhouse"
331,AUENHEIM,28,"24,2","74,1","97,4","115,4","135,6","162,1","79,7","100,4","107,3","CH,Haguenau",HTP,HTP
674,AVOLSHEIM,"21,4","42,1",43,"66,3","84,3","111,3","152,3","69,9","90,7","97,5",HTP,HTP,"CH,Haguenau"
55,BAERENDORF,"53,7","49,1",94,"117,1","135,2",103,"129,4","45,4","66,1","74,6","CH,Forbach","CH,Forbach","CH,Haguenau"
512,BALBRONN,"24,6","44,3","50,5","73,8","91,8","113,3","150,8","68,4","89,1",96,HTP,HTP,"CH,Haguenau"
794,BALDENHEIM,"42,9","62,4","30,9","54,2","72,2","101,6","166,6","105,5","126,2","111,9","CH,Colmar","CH,Colmar",HTP
463,BALDERSHEIM,"65,8","85,4","27,3","12,3","32,4","95,2","187,9","128,4","149,2","133,1","CH,Mulhouse","CH,Mulhouse","CH,Colmar"
797,BALGAU,"65,2","84,8","26,9","32,7","51,6",112,"187,2","127,8","148,6","132,5","CH,Colmar","CH,Colmar","CH,Mulhouse"
584,BALLERSDORF,"90,9","110,4","49,5","24,5","27,3","100,6","195,6","153,5","174,2","139,5","CH,Mulhouse","CH,Mulhouse","CH,Belfort"
220,BALSCHWILLER,"81,5",101,"39,7","21,6","25,3","91,6","186,5","144,1","164,9","130,5","CH,Mulhouse","CH,Mulhouse","CH,Belfort"
703,BALTZENHEIM,54,"73,5","22,1","44,1","62,1","106,5","175,9","116,6","137,4","121,2","CH,Colmar","CH,Colmar","CH,Mulhouse"
156,BANTZENHEIM,"70,7","89,3",35,"19,9","38,8","101,7","195,6","136,2","157,1","140,5","CH,Mulhouse","CH,Mulhouse","CH,Colmar"
869,BAREMBACH,"40,9","60,4","60,1","83,5","101,5","88,9","145,1","95,1","115,8","90,2",HTP,HTP,"CH,Colmar"
882,BARR,"25,6","45,1","32,7",56,74,102,167,"88,2",109,"112,2",HTP,HTP,"CH,Colmar"
673,BARTENHEIM,"74,8","94,3","36,2","19,8","40,9","103,8","196,7","137,4","158,1",142,"CH,Mulhouse","CH,Mulhouse","CH,Colmar"
294,BASSEMBERG,"40,6","60,2",34,"57,4","75,4",84,"149,1","103,2",124,"94,2","CH,Colmar","CH,Colmar",HTP
397,BATTENHEIM,"66,5",86,"27,9","14,5","33,9","96,8","188,6","129,1","149,8","133,7","CH,Mulhouse","CH,Mulhouse","CH,Colmar"
473,BATZENDORF,"19,9","8,1",66,"89,3","107,3","118,3","144,8","62,3","83,1",90,"CH,Haguenau",HTP,HTP
240,BEBLENHEIM,"45,6","65,1","13,8","40,5","58,1","90,5","161,3","108,2","128,9","106,6","CH,Colmar","CH,Colmar","CH,Mulhouse"
200,BEINHEIM,"31,9","28,4",78,94,"112,1","139,6",166,"83,6","104,3","111,2","CH,Haguenau",HTP,HTP
396,BELLEFOSSE,"51,7","71,2","50,8","74,1","92,1",83,"140,3","105,9","121,5","85,4","CH,Colmar","CH,Colmar",HTP
659,BELLEMAGNY,"86,1","105,7",41,"26,2","20,9","92,9","187,8","148,7","169,1","131,8","CH,Belfort","CH,Belfort","CH,Mulhouse"
302,BELMONT,"52,3","71,8","50,2","73,5","91,5","85,7","142,9","108,6","124,2","88,1","CH,Colmar","CH,Colmar",HTP
812,BENDORF,"102,4",122,"63,9","41,6","52,3","117,5","212,5",165,"185,8","156,4","CH,Mulhouse","CH,Mulhouse","CH,Belfort"
591,BENFELD,"24,7","44,3","32,9","56,2","74,2","102,2","167,2","91,9","112,7","112,4",HTP,HTP,"CH,Colmar"
319,BENNWIHR,"48,3","67,8","11,2","37,8","55,4","87,8","162,5","110,9","131,6","107,7","CH,Colmar","CH,Colmar","CH,Mulhouse"
207,BERENTZWILLER,"87,2","106,7","48,6","27,2","48,3","113,9","208,8","149,8","170,5","152,8","CH,Mulhouse","CH,Mulhouse","CH,Belfort"
133,BERG,51,"46,4","91,2","114,5","132,5","112,2","136,7","35,4","56,3","83,8","CH,Forbach","CH,Forbach","CH,Haguenau"
167,BERGBIETEN,"23,1","43,9","47,4","70,7","88,7","113,9","151,4","68,9","89,8","96,4",HTP,HTP,"CH,Haguenau"
329,BERGHEIM,"41,8","61,3","18,2","41,5","59,5","92,9",158,"104,4","125,1","103,1","CH,Colmar","CH,Colmar","CH,Mulhouse"
579,BERGHOLTZ,66,"85,6","20,8","22,8","34,7","91,4",186,"128,7","149,4","130,2","CH,Colmar","CH,Colmar","CH,Mulhouse"
542,BERGHOLTZZELL,"68,6","88,2","23,4","25,4","37,3",94,"188,6","131,3",152,"132,8","CH,Colmar","CH,Colmar","CH,Mulhouse"
197,BERNARDSWILLER,"23,5","43,1","35,7","59,1","77,1",105,"167,5","85,2","105,9","112,8",HTP,HTP,"CH,Colmar"
836,BERNARDVILLE,"30,7","50,3","36,8","60,1","78,1","97,6","162,7","93,3","114,1","107,8",HTP,HTP,"CH,Colmar"
603,BERNOLSHEIM,"18,1","9,8","64,2","87,5","105,5","117,3","143,8","61,3",82,"88,9","CH,Haguenau",HTP,HTP
645,BERNWILLER,80,"99,5","38,1",20,"23,7",90,"184,9","142,6","163,3","128,9","CH,Mulhouse","CH,Mulhouse","CH,Belfort"
313,BERRWILLER,71,"90,5","25,7","22,3","29,6","86,2","181,2","133,6","154,4","125,1","CH,Mulhouse","CH,Mulhouse","CH,Colmar"
865,BERSTETT,"14,1","22,3","63,3","86,6","104,6",128,"154,5",72,"92,7","99,6",HTP,HTP,"CH,Haguenau"
54,BERSTHEIM,"21,7","12,6",68,"91,1","109,1","119,9","146,3","63,9","84,6","91,5","CH,Haguenau",HTP,HTP
612,BETSCHDORF,39,"20,6","85,1","108,4","126,4","137,4","163,9","81,4","102,2","109,1","CH,Haguenau",HTP,HTP
710,BETTENDORF,"93,9","113,4","55,3","26,6","41,9","108,2","203,1","156,5","177,3","147,1","CH,Mulhouse","CH,Mulhouse","CH,Belfort"
803,BETTLACH,91,"110,6","52,4","36,3","57,2",120,213,"153,6","174,4","158,3","CH,Mulhouse","CH,Mulhouse","CH,Colmar"
746,BETTWILLER,"52,8","48,2","92,9","116,3","134,3","111,6",138,"37,2",58,"83,2","CH,Forbach","CH,Forbach","CH,Haguenau"
41,BIBLISHEIM,37,"18,5","83,2","106,4","124,4","135,4","161,8","79,4","100,1",107,"CH,Haguenau",HTP,HTP
212,BIEDERTHAL,"98,6","118,1",60,"43,9","64,8","127,6","220,6","161,2",182,"165,8","CH,Mulhouse","CH,Mulhouse","CH,Colmar"
165,BIESHEIM,"57,6","77,1","19,3",40,58,"104,4","179,7","120,2","141,1","124,7","CH,Colmar","CH,Colmar","CH,Mulhouse"
107,BIETLENHEIM,"20,1",19,"66,2","89,5","107,5","126,8","153,2","70,8","91,7","98,3","CH,Haguenau",HTP,HTP
243,BILTZHEIM,56,"75,5","17,4","24,5","42,5","102,1",178,"118,6","139,3","123,2","CH,Colmar","CH,Colmar","CH,Mulhouse"
283,BILWISHEIM,"18,9","17,5",65,"88,3","106,3","123,2","149,7","67,2","87,9","94,8","CH,Haguenau",HTP,HTP
285,BINDERNHEIM,"40,3","59,8","40,5","63,8","81,9","109,8","174,8","106,2","126,9",120,HTP,HTP,"CH,Colmar"
481,BISCHHEIM,"8,2","22,3","54,3","77,6","95,7","123,6","152,4","69,9","90,7","97,5",HTP,HTP,"CH,Haguenau"
455,BISCHHOLTZ,"41,1","30,5","87,1","110,5","128,5","129,1","155,6","70,8","91,6","100,8","CH,Haguenau",HTP,HTP
767,BISCHOFFSHEIM,"20,5","40,1","36,5","59,9","77,9","105,8","162,7","80,3",101,"107,9",HTP,HTP,"CH,Colmar"
752,BISCHWIHR,"51,2","70,7","12,4","33,8","51,8","98,2","173,1","113,8","134,5","118,4","CH,Colmar","CH,Colmar","CH,Mulhouse"
472,BISCHWILLER,"25,9","12,3",72,"95,3","113,3","130,6","157,1","74,6","95,4","102,2","CH,Haguenau",HTP,HTP
723,BISEL,"99,9","119,5","61,4","32,6","39,7","104,9","199,7","162,5","181,1","143,7","CH,Mulhouse","CH,Mulhouse","CH,Belfort"
370,BISSERT,"56,4","51,8","96,5","119,9","137,9","117,6","140,9","39,6","60,4","80,7","CH,Forbach","CH,Forbach","CH,Haguenau"
332,BITSCHHOFFEN,"34,5","19,9","80,6","103,9",122,"125,7","152,2","69,7","90,4","97,3","CH,Haguenau",HTP,HTP
446,BITSCHWILLER-LES-THANN,"82,5",102,"37,2","24,4","31,7","70,3","165,3","145,1","146,5","109,2","CH,Mulhouse","CH,Mulhouse","CH,Belfort"
607,BLAESHEIM,"16,9","36,4","42,2","65,6","83,6","111,5","166,5","84,1","104,8","111,7",HTP,HTP,"CH,Haguenau"
299,BLANCHERUPT,51,"70,5","52,9","76,2","94,2","82,3","139,6","105,2","120,8","84,7",HTP,HTP,"CH,Colmar"
91,BLIENSCHWILLER,"33,3","52,8","31,4","54,7","72,7","96,4","161,4","95,9","116,8","106,5","CH,Colmar","CH,Colmar",HTP
661,BLODELSHEIM,"70,3","89,9",32,"28,2","47,2",110,"192,3","132,9","153,7","137,6","CH,Mulhouse","CH,Mulhouse","CH,Colmar"
35,BLOTZHEIM,"77,4","96,9",39,"22,7","43,5","106,4","199,3",140,"160,7","144,6","CH,Mulhouse","CH,Mulhouse","CH,Colmar"
498,BOERSCH,"26,3","45,9","40,2","63,5","81,6","109,5","166,6","84,1","104,9","111,7",HTP,HTP,"CH,Colmar"
110,BOESENBIESEN,"46,3","65,9","33,8","56,9","74,9","104,5","169,5","108,9","129,9","114,6","CH,Colmar","CH,Colmar",HTP
129,BOLLWILLER,"69,2","88,8","23,9","17,1","31,6","88,2","183,2","131,8","152,7",127,"CH,Mulhouse","CH,Mulhouse","CH,Colmar"
272,BOLSENHEIM,"22,6","42,1","39,8","63,1","81,1",109,"172,2","89,7","110,5","117,4",HTP,HTP,"CH,Colmar"
825,BOOFZHEIM,"31,4",51,"42,3","65,6","83,6","111,5","176,6","98,6","119,3","121,7",HTP,HTP,"CH,Colmar"
557,BOOTZHEIM,"47,7","67,3","28,3","50,3","68,4","104,7","169,8","110,3","131,1","114,9","CH,Colmar","CH,Colmar",HTP
763,BOSSELSHAUSEN,"27,9","23,3","73,9","97,3","115,3",118,"144,4",62,"82,8","89,7","CH,Haguenau",HTP,HTP
727,BOSSENDORF,"22,5","17,9","68,5","91,9","109,9","113,5","139,9","57,5","78,2","85,1","CH,Haguenau",HTP,HTP
587,BOURBACH-LE-BAS,"85,8","105,4","40,7","25,9","28,6","85,3","180,3","148,4","161,6","124,2","CH,Mulhouse","CH,Mulhouse","CH,Belfort"
70,BOURBACH-LE-HAUT,91,"110,6","46,1","31,1","31,8","83,2","178,1","153,6","159,4","122,1","CH,Mulhouse","CH,Mulhouse","CH,Belfort"
355,BOURG-BRUCHE,56,"75,5","49,4","72,7","90,7","72,1","136,1","111,4","117,4","81,3","CH,Colmar","CH,Colmar",HTP
460,BOURGHEIM,"22,5",42,34,"57,3","75,4","103,3","167,6","85,1","105,9","112,7",HTP,HTP,"CH,Colmar"
844,BOUXWILLER,"30,5","25,9","76,5","99,9","117,9","115,3","141,7","59,3",80,"86,9","CH,Haguenau",HTP,HTP
845,BOUXWILLER,"94,4","113,9","55,8","38,5","52,9","118,1","213,1",157,"177,7",157,"CH,Mulhouse","CH,Mulhouse","CH,Belfort"
577,BRECHAUMONT,90,"109,5","44,8",30,"21,5","94,3","189,3","152,6","170,5","133,2","CH,Belfort","CH,Belfort","CH,Mulhouse"
582,BREITENAU,42,"61,5","34,5","57,8","75,8","86,2","151,3","104,6","125,4","96,4","CH,Colmar","CH,Colmar",HTP
532,BREITENBACH,"42,4","61,9","35,8","59,1","77,2","89,9","153,2",105,"125,8","98,4","CH,Colmar","CH,Colmar",HTP
573,BREITENBACH-HAUT-RHIN,"68,6","88,1","22,1","52,9","64,9",75,"169,5","131,2","150,7","113,4","CH,Colmar","CH,Colmar","CH,Mulhouse"
517,BRETTEN,"84,1","103,7",39,"24,2","19,8","90,9","185,9","146,7","167,1","129,7","CH,Belfort","CH,Belfort","CH,Mulhouse"
716,BREUSCHWICKERSHEIM,11,"31,7","48,5","71,8","89,9","117,8",156,"73,7","94,4","101,3",HTP,HTP,"CH,Haguenau"
234,BRINCKHEIM,"76,9","96,4","38,3","21,3",43,"105,9","198,8","139,5","160,2","144,1","CH,Mulhouse","CH,Mulhouse","CH,Colmar"
43,BRUEBACH,"76,5",96,"38,1","3,8","32,9","95,2","190,1","139,1","159,8","134,1","CH,Mulhouse","CH,Mulhouse","CH,Belfort"
318,BRUMATH,"16,2","11,1","62,3","85,6","103,6","117,9","144,4",62,"82,7","89,6","CH,Haguenau",HTP,HTP
850,BRUNSTATT-DIDENHEIM,"74,2","93,8","35,7","5,1","29,5","91,9","186,9","136,8","157,6","130,7","CH,Mulhouse","CH,Mulhouse","CH,Belfort"
30,BUETHWILLER,84,"103,6","42,4","24,1","27,3","94,1",189,"146,6","167,4",133,"CH,Mulhouse","CH,Mulhouse","CH,Belfort"
324,BUHL,"71,8","91,4","26,6","25,8","38,3","92,2","187,2","134,4","155,2","131,1","CH,Mulhouse","CH,Mulhouse","CH,Colmar"
576,BUHL,40,"31,1","86,1","105,7","123,7","147,7","174,2","91,7","112,4","119,3","CH,Haguenau",HTP,HTP
40,BURBACH,"48,5",44,"88,9",112,130,"109,7","134,1",33,"53,7","81,4","CH,Forbach","CH,Forbach","CH,Haguenau"
247,BURNHAUPT-LE-BAS,"76,2","95,8","34,4","16,3",20,"86,3","181,2","138,8","159,6","125,2","CH,Mulhouse","CH,Mulhouse","CH,Belfort"
750,BURNHAUPT-LE-HAUT,"78,7","98,2","33,5","18,7","21,5","85,4","180,3","141,3","161,6","124,3","CH,Mulhouse","CH,Mulhouse","CH,Belfort"
338,BUSCHWILLER,"83,2","102,7","44,6","28,5","49,3","112,1","205,2","145,8","166,5","150,4","CH,Mulhouse","CH,Mulhouse","CH,Colmar"
476,BUST,"46,7","42,1","86,8","110,2","128,2","105,5",132,"43,1","63,8","77,1","CH,Haguenau","CH,Forbach","CH,Forbach"
5,BUSWILLER,"26,7",22,73,"96,1","114,1","117,7","144,1","61,8","82,5","89,4","CH,Haguenau",HTP,HTP
112,BUTTEN,"60,9","56,3",101,"124,4","142,4","122,1","146,5","45,3","66,2","93,6","CH,Forbach","CH,Forbach","CH,Haguenau"
600,CARSPACH,"89,2","108,7","48,8","21,8","34,4","100,7","195,7","151,8","172,5","139,6","CH,Mulhouse","CH,Mulhouse","CH,Belfort"
523,CERNAY,"73,6","93,1","28,3","17,8","25,1","80,3","175,3","136,2","156,5","119,2","CH,Mulhouse","CH,Mulhouse","CH,Belfort"
622,CHALAMPE,"68,8","87,4","35,6","21,4","39,4","102,2","196,2","135,1","155,8","141,1","CH,Mulhouse","CH,Mulhouse","CH,Colmar"
433,CHATENOIS,35,"54,6","21,8","45,1","63,1","86,5","151,5","97,6","118,4","96,7","CH,Colmar","CH,Colmar",HTP
604,CHAVANNES-SUR-L'ETANG,"94,1","113,6","52,2","34,1","16,2","89,4","184,4","156,7","165,7","128,3","CH,Belfort","CH,Belfort","CH,Mulhouse"
94,CLEEBOURG,"52,7","34,2","98,7","122,1","140,1",151,"177,5","95,1",116,"122,6","CH,Haguenau",HTP,HTP
103,CLIMBACH,"52,6","34,6","98,6",122,140,"150,9","177,4",87,"115,9","122,5","CH,Haguenau",HTP,HTP
254,COLMAR,"48,4",68,"3,5","32,1","49,7","89,7","170,4",111,"131,8","115,7","CH,Colmar","CH,Colmar","CH,Mulhouse"
464,COLROY-LA-ROCHE,"53,1","72,7","48,1","71,4","89,5","79,1","136,3","107,4","117,5","81,5","CH,Colmar","CH,Colmar",HTP
224,COSSWILLER,"26,6","38,1","59,4","82,7","100,7","116,7","143,1","60,7","81,5","88,4",HTP,HTP,"CH,Haguenau"
327,COURTAVON,"112,9","132,5","74,3","46,1","44,2","109,4","204,4","175,5","185,6","148,3","CH,Belfort","CH,Belfort","CH,Mulhouse"
638,CRASTATT,23,"35,7","55,8","79,2","97,2","114,3","140,6","58,3",79,"85,9",HTP,HTP,"CH,Haguenau"
866,CROETTWILLER,"39,4",36,"85,5","105,1","123,1","147,1","173,5","91,1","111,8","118,7","CH,Haguenau",HTP,HTP
322,DACHSTEIN,"19,2","39,9","43,5","66,8","84,9","112,8",156,"73,5","94,3","101,1",HTP,HTP,"CH,Haguenau"
717,DAHLENHEIM,"19,4","40,1","48,6","71,9",90,"117,8","152,1","69,7","90,4","97,3",HTP,HTP,"CH,Haguenau"
26,DALHUNDEN,"28,9","26,9","75,2","98,3","116,3","136,6","162,9","80,6","101,3","108,2","CH,Haguenau",HTP,HTP
183,DAMBACH,"53,6","37,3","99,6",123,141,152,"178,4",70,"101,2","123,6","CH,Haguenau",HTP,HTP
789,DAMBACH-LA-VILLE,"32,9","52,4","27,7",51,69,"94,4","159,3","95,5","116,2","104,6","CH,Colmar","CH,Colmar",HTP
782,DANGOLSHEIM,"23,3",44,"46,5","69,8","87,8","112,7","151,4",69,"89,8","96,7",HTP,HTP,"CH,Haguenau"
138,DANNEMARIE,"88,6","108,1","46,8","27,9","24,2","97,4","192,4","151,2","172,1","136,2","CH,Belfort","CH,Belfort","CH,Mulhouse"
66,DAUBENSAND,"31,6","51,2","49,6","72,7","90,7","118,7","181,2","98,8","119,5","126,4",HTP,HTP,"CH,Colmar"
328,DAUENDORF,"29,1",16,"75,1","98,5","116,5","124,6","151,1","68,6","89,4","96,3","CH,Haguenau",HTP,HTP
489,DEHLINGEN,"59,9","55,3",100,"123,4","141,4","121,1","143,5","42,3",63,"92,7","CH,Forbach","CH,Forbach","CH,Haguenau"
492,DESSENHEIM,"59,1","78,6","20,7","29,6","47,7","105,8","181,2","121,7","142,4","126,3","CH,Colmar","CH,Colmar","CH,Mulhouse"
174,DETTWILLER,30,"25,4","71,1","94,5","112,5","110,7","137,2","54,7","75,6","82,3","CH,Haguenau",HTP,HTP
751,DIEBOLSHEIM,"36,9","56,4","42,9","64,9","82,9","115,1","180,1",104,"124,8","125,4",HTP,HTP,"CH,Colmar"
265,DIEDENDORF,"56,2","51,6","96,3","119,6","137,7",106,"132,4","40,6","61,3","76,2","CH,Forbach","CH,Forbach","CH,Haguenau"
719,DIEFFENBACH-AU-VAL,"40,3","59,8",30,"53,4","71,4","90,5","155,5","102,9","123,7","100,7","CH,Colmar","CH,Colmar",HTP
485,DIEFFENBACH-LES-WOERTH,"41,9","23,9",88,"111,3","129,4","140,3","166,8","82,7","105,1",112,"CH,Haguenau",HTP,HTP
379,DIEFFENTHAL,"35,2","54,7","28,5","51,8","69,9","93,1","158,1","97,8","118,5","103,3","CH,Colmar","CH,Colmar",HTP
626,DIEFMATTEN,"80,7","100,2","35,5","20,7","17,2","87,4","182,4","143,3","163,6","126,3","CH,Belfort","CH,Belfort","CH,Mulhouse"
97,DIEMERINGEN,"55,4","50,8","95,5","118,9","136,9","116,6",141,"39,8","60,7","88,1","CH,Forbach","CH,Forbach","CH,Haguenau"
756,DIETWILLER,"74,5",94,"35,9","10,8","39,9","102,3","196,5","137,1","157,8","141,2","CH,Mulhouse","CH,Mulhouse","CH,Colmar"
515,DIMBSTHAL,"28,5",35,"61,3","84,6","102,7","113,6","140,1","57,6","78,4","85,2",HTP,HTP,"CH,Haguenau"
23,DINGSHEIM,"8,4","25,1","56,3","79,4","97,5","125,4","155,1","72,8","93,5","100,4",HTP,HTP,"CH,Haguenau"
672,DINSHEIM-SUR-BRUCHE,"24,9","44,4",44,"67,4","85,4",105,160,"77,6","98,3","105,2",HTP,HTP,"CH,Colmar"
307,DOLLEREN,97,"116,5","51,9",37,"32,6","68,4","163,4","159,6","144,6","107,2","CH,Belfort","CH,Belfort","CH,Mulhouse"
136,DOMFESSEL,52,"47,4","92,1","115,5","133,5","113,2","137,6","36,4","57,3","84,7","CH,Forbach","CH,Forbach","CH,Haguenau"
832,DONNENHEIM,"20,5","19,1","66,6","89,9","107,9","123,3","149,8","67,4","88,1",95,"CH,Haguenau",HTP,HTP
504,DORLISHEIM,20,"39,6","38,4","61,7","79,7","107,7","158,8","76,3","97,1",104,HTP,HTP,"CH,Colmar"
879,DOSSENHEIM-KOCHERSBERG,"15,9","30,9","55,2","78,5","96,5","124,5","152,4",70,"90,7","97,6",HTP,HTP,"CH,Haguenau"
828,DOSSENHEIM-SUR-ZINSEL,"35,4","30,8","73,3","96,6","114,6","109,4","135,9","53,4","74,1",81,"CH,Haguenau",HTP,HTP
509,DRACHENBRONN-BIRLENBACH,48,"29,6","94,1","117,4","135,4","146,4","172,9","90,4","111,2","118,1","CH,Haguenau",HTP,HTP
410,DRULINGEN,"48,8","44,2",89,"112,3","130,3","107,6","134,1","38,2","58,9","79,3","CH,Forbach","CH,Forbach","CH,Haguenau"
636,DRUSENHEIM,"23,7","21,7","69,7","93,1","111,1","131,3","157,7","75,3","96,1",103,"CH,Haguenau",HTP,HTP
685,DUNTZENHEIM,21,"24,4",68,"91,4","109,4",120,"146,4",64,"84,7","91,6",HTP,HTP,"CH,Haguenau"
1,DUPPIGHEIM,"15,1","34,6",42,"65,1","83,2","111,1","164,6","82,3",103,"109,9",HTP,HTP,"CH,Haguenau"
429,DURLINSDORF,"106,6","126,2",68,"39,6","47,1","112,3","207,3","169,2","188,5","151,1","CH,Mulhouse","CH,Mulhouse","CH,Belfort"
715,DURMENACH,"95,2","114,7","56,6","35,2","50,5","116,8","211,7","157,8","178,5","155,7","CH,Mulhouse","CH,Mulhouse","CH,Belfort"
330,DURNINGEN,19,"25,8","63,7",87,105,"122,1","148,6","66,1","86,9","93,7",HTP,HTP,"CH,Haguenau"
496,DURRENBACH,"35,5","17,5","81,5","104,9","122,9","133,9","160,4","77,9","98,6","105,5","CH,Haguenau",HTP,HTP
406,DURRENENTZEN,54,"73,6","17,4","38,8","56,8","102,2","176,1","116,6","137,4","121,2","CH,Colmar","CH,Colmar","CH,Mulhouse"
780,DURSTEL,"54,8","50,2",95,"118,3","136,3","113,6",140,"39,2",60,"85,3","CH,Forbach","CH,Forbach","CH,Haguenau"
275,DUTTLENHEIM,"17,2","36,7","39,1","62,5","80,5","108,4","163,5","81,1","101,8","108,7",HTP,HTP,"CH,Haguenau"
196,EBERBACH-SELTZ,"39,2","35,7","85,2","104,8","122,9","146,8","173,2","90,8","111,6","118,5","CH,Haguenau",HTP,HTP
154,EBERSHEIM,"30,6","50,2","27,5","50,9","68,9","96,8","161,9","93,2","114,2","106,9","CH,Colmar","CH,Colmar",HTP
173,EBERSMUNSTER,32,"51,5","28,9","52,2","70,3","98,2","163,2","94,6","115,5","108,3","CH,Colmar","CH,Colmar",HTP
572,ECKARTSWILLER,"32,5","27,9","70,1","93,5","111,5","103,5",130,"47,5","68,2","75,1","CH,Haguenau",HTP,HTP
499,ECKBOLSHEIM,"5,1","26,3","49,7",73,"91,1",119,"156,4",74,"94,7","101,6",HTP,HTP,"CH,Haguenau"
872,ECKWERSHEIM,"15,2","18,5","61,3","84,6","102,6","122,1","148,6","66,1","86,9","93,8",HTP,HTP,"CH,Haguenau"
704,EGLINGEN,"83,8","103,4",42,"22,3","27,6","93,9","188,8","146,4","167,2","132,8","CH,Mulhouse","CH,Mulhouse","CH,Belfort"
646,EGUISHEIM,"55,3","74,8","8,6","32,9","44,9",90,"173,8","117,9","138,7","119,1","CH,Colmar","CH,Colmar","CH,Mulhouse"
798,EICHHOFFEN,"25,6","45,2",32,"55,4","73,4","98,7","163,6","88,3",109,"108,9",HTP,HTP,"CH,Colmar"
535,ELBACH,"93,2","112,7","50,6","32,5","23,4","96,2","191,2","155,8","172,4",135,"CH,Belfort","CH,Belfort","CH,Mulhouse"
8,ELSENHEIM,"47,8","67,4","21,6","43,4","61,4","104,9","169,8","110,5","131,2","115,1","CH,Colmar","CH,Colmar","CH,Mulhouse"
675,EMLINGEN,"87,5","107,1","48,9","19,5","37,2","102,8","197,7","150,1","170,9","141,7","CH,Mulhouse","CH,Mulhouse","CH,Belfort"
203,ENGWILLER,"36,4","21,5","82,4","105,7","123,8","127,5","153,9","71,5","92,2","99,1","CH,Haguenau",HTP,HTP
